"Reference Area","Time Period","Sex","Age group","Unit of measurement","Nature","Value"
"China, Macao Special Administrative Region","2007","Female","15 - 24","Percent","Country Data","4"
"China, Macao Special Administrative Region","2007","Female","15+","Percent","Country Data","2.7"
"China, Macao Special Administrative Region","2007","Female","25+","Percent","Country Data","2.5"
"China, Macao Special Administrative Region","2007","Male","15 - 24","Percent","Country Data","8.9"
"China, Macao Special Administrative Region","2007","Male","15+","Percent","Country Data","3.4"
"China, Macao Special Administrative Region","2007","Male","25+","Percent","Country Data","2.6"
"China, Macao Special Administrative Region","2007","Total","15 - 24","Percent","Country Data","6.2"
"China, Macao Special Administrative Region","2007","Total","15+","Percent","Country Data","3"
"China, Macao Special Administrative Region","2007","Total","25+","Percent","Country Data","2.5"
"China, Macao Special Administrative Region","2006","Female","15 - 24","Percent","Country Data","5.8"
"China, Macao Special Administrative Region","2006","Female","15+","Percent","Country Data","3.8"
"China, Macao Special Administrative Region","2006","Female","25+","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2006","Male","15 - 24","Percent","Country Data","8.6"
"China, Macao Special Administrative Region","2006","Male","15+","Percent","Country Data","3.7"
"China, Macao Special Administrative Region","2006","Male","25+","Percent","Country Data","3.1"
"China, Macao Special Administrative Region","2006","Total","15 - 24","Percent","Country Data","7.1"
"China, Macao Special Administrative Region","2006","Total","15+","Percent","Country Data","3.7"
"China, Macao Special Administrative Region","2006","Total","25+","Percent","Country Data","3.2"
"China, Macao Special Administrative Region","2005","Female","15 - 24","Percent","Country Data","5.8"
"China, Macao Special Administrative Region","2005","Female","15+","Percent","Country Data","3.8"
"China, Macao Special Administrative Region","2005","Female","25+","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2005","Male","15 - 24","Percent","Country Data","10.4"
"China, Macao Special Administrative Region","2005","Male","15+","Percent","Country Data","4.3"
"China, Macao Special Administrative Region","2005","Male","25+","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2005","Total","15 - 24","Percent","Country Data","8.2"
"China, Macao Special Administrative Region","2005","Total","15+","Percent","Country Data","4.2"
"China, Macao Special Administrative Region","2005","Total","25+","Percent","Country Data","3.6"
"China, Macao Special Administrative Region","2004","Female","15 - 24","Percent","Country Data","8.1"
"China, Macao Special Administrative Region","2004","Female","15+","Percent","Country Data","4.1"
"China, Macao Special Administrative Region","2004","Female","25+","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2004","Male","15 - 24","Percent","Country Data","14.3"
"China, Macao Special Administrative Region","2004","Male","15+","Percent","Country Data","5.7"
"China, Macao Special Administrative Region","2004","Male","25+","Percent","Country Data","4.7"
"China, Macao Special Administrative Region","2004","Total","15 - 24","Percent","Country Data","11.1"
"China, Macao Special Administrative Region","2004","Total","15+","Percent","Country Data","4.9"
"China, Macao Special Administrative Region","2004","Total","25+","Percent","Country Data","4.1"
"China, Macao Special Administrative Region","2003","Female","15 - 24","Percent","Country Data","8.5"
"China, Macao Special Administrative Region","2003","Female","15+","Percent","Country Data","4.8"
"China, Macao Special Administrative Region","2003","Female","25+","Percent","Country Data","4.2"
"China, Macao Special Administrative Region","2003","Male","15 - 24","Percent","Country Data","18.3"
"China, Macao Special Administrative Region","2003","Male","15+","Percent","Country Data","7.2"
"China, Macao Special Administrative Region","2003","Male","25+","Percent","Country Data","6.1"
"China, Macao Special Administrative Region","2003","Total","15 - 24","Percent","Country Data","12.9"
"China, Macao Special Administrative Region","2003","Total","15+","Percent","Country Data","6.1"
"China, Macao Special Administrative Region","2003","Total","25+","Percent","Country Data","5.3"
"China, Macao Special Administrative Region","2002","Female","15+","Percent","Country Data","4.6"
"China, Macao Special Administrative Region","2002","Female","25+","Percent","Country Data","4"
"China, Macao Special Administrative Region","2002","Male","15+","Percent","Country Data","8.1"
"China, Macao Special Administrative Region","2002","Male","25+","Percent","Country Data","7.1"
"China, Macao Special Administrative Region","2002","Total","15+","Percent","Country Data","6.4"
"China, Macao Special Administrative Region","2002","Total","25+","Percent","Country Data","5.7"
"China, Macao Special Administrative Region","2001","Female","15+","Percent","Country Data","4.5"
"China, Macao Special Administrative Region","2001","Female","25+","Percent","Country Data","4.1"
"China, Macao Special Administrative Region","2001","Male","15+","Percent","Country Data","8.2"
"China, Macao Special Administrative Region","2001","Male","25+","Percent","Country Data","7.5"
"China, Macao Special Administrative Region","2001","Total","15+","Percent","Country Data","6.5"
"China, Macao Special Administrative Region","2001","Total","25+","Percent","Country Data","6"
"China, Macao Special Administrative Region","2000","Female","15 - 24","Percent","Country Data","6.7"
"China, Macao Special Administrative Region","2000","Female","15+","Percent","Country Data","4.6"
"China, Macao Special Administrative Region","2000","Female","25+","Percent","Country Data","4.1"
"China, Macao Special Administrative Region","2000","Male","15 - 24","Percent","Country Data","14.2"
"China, Macao Special Administrative Region","2000","Male","15+","Percent","Country Data","8.6"
"China, Macao Special Administrative Region","2000","Male","25+","Percent","Country Data","8"
"China, Macao Special Administrative Region","2000","Total","15 - 24","Percent","Country Data","9.9"
"China, Macao Special Administrative Region","2000","Total","15+","Percent","Country Data","6.7"
"China, Macao Special Administrative Region","2000","Total","25+","Percent","Country Data","6.2"
"Colombia","2015","Female","15 - 24","Percent","Country Data","23.8"
"Colombia","2015","Female","15+","Percent","Country Data","11.8"
"Colombia","2015","Female","25+","Percent","Country Data","9.2"
"Colombia","2015","Male","15 - 24","Percent","Country Data","13.2"
"Colombia","2015","Male","15+","Percent","Country Data","6.8"
"Colombia","2015","Male","25+","Percent","Country Data","5.2"
"Colombia","2015","Total","15 - 24","Percent","Country Data","17.7"
"Colombia","2015","Total","15+","Percent","Country Data","9"
"Colombia","2015","Total","25+","Percent","Country Data","6.9"
"Colombia","2014","Female","15 - 24","Percent","Country Data","24.3"
"Colombia","2014","Female","15+","Percent","Country Data","12"
"Colombia","2014","Female","25+","Percent","Country Data","9.2"
"Colombia","2014","Male","15 - 24","Percent","Country Data","14.6"
"Colombia","2014","Male","15+","Percent","Country Data","7"
"Colombia","2014","Male","25+","Percent","Country Data","5.2"
"Colombia","2014","Total","15 - 24","Percent","Country Data","18.7"
"Colombia","2014","Total","15+","Percent","Country Data","9.2"
"Colombia","2014","Total","25+","Percent","Country Data","6.9"
"Colombia","2013","Female","15 - 24","Percent","Country Data","25.4"
"Colombia","2013","Female","15+","Percent","Country Data","12.7"
"Colombia","2013","Female","25+","Percent","Country Data","9.8"
"Colombia","2013","Male","15 - 24","Percent","Country Data","14.6"
"Colombia","2013","Male","15+","Percent","Country Data","7.4"
"Colombia","2013","Male","25+","Percent","Country Data","5.6"
"Colombia","2013","Total","15 - 24","Percent","Country Data","19.1"
"Colombia","2013","Total","15+","Percent","Country Data","9.7"
"Colombia","2013","Total","25+","Percent","Country Data","7.4"
"Colombia","2012","Female","15 - 24","Percent","Country Data","27.3"
"Colombia","2012","Female","15+","Percent","Country Data","13.8"
"Colombia","2012","Female","25+","Percent","Country Data","10.6"
"Colombia","2012","Male","15 - 24","Percent","Country Data","15.7"
"Colombia","2012","Male","15+","Percent","Country Data","7.9"
"Colombia","2012","Male","25+","Percent","Country Data","5.9"
"Colombia","2012","Total","15 - 24","Percent","Country Data","20.5"
"Colombia","2012","Total","15+","Percent","Country Data","10.4"
"Colombia","2012","Total","25+","Percent","Country Data","7.9"
"Colombia","2011","Female","15 - 24","Percent","Country Data","28.9"
"Colombia","2011","Female","15+","Percent","Country Data","14.5"
"Colombia","2011","Female","25+","Percent","Country Data","11"
"Colombia","2011","Male","15 - 24","Percent","Country Data","17"
"Colombia","2011","Male","15+","Percent","Country Data","8.2"
"Colombia","2011","Male","25+","Percent","Country Data","6"
"Colombia","2011","Total","15 - 24","Percent","Country Data","21.9"
"Colombia","2011","Total","15+","Percent","Country Data","10.9"
"Colombia","2011","Total","25+","Percent","Country Data","8.1"
"Colombia","2010","Female","15 - 24","Percent","Country Data","30.5"
"Colombia","2010","Female","15+","Percent","Country Data","15.7"
"Colombia","2010","Female","25+","Percent","Country Data","12.1"
"Colombia","2010","Male","15 - 24","Percent","Country Data","18.2"
"Colombia","2010","Male","15+","Percent","Country Data","9"
"Colombia","2010","Male","25+","Percent","Country Data","6.7"
"Colombia","2010","Total","15 - 24","Percent","Country Data","23.3"
"Colombia","2010","Total","15+","Percent","Country Data","11.8"
"Colombia","2010","Total","25+","Percent","Country Data","9"
"Colombia","2009","Female","15 - 24","Percent","Country Data","30.9"
"Colombia","2009","Female","15+","Percent","Country Data","15.8"
"Colombia","2009","Female","25+","Percent","Country Data","12.2"
"Colombia","2009","Male","15 - 24","Percent","Country Data","18.4"
"Colombia","2009","Male","15+","Percent","Country Data","9.4"
"Colombia","2009","Male","25+","Percent","Country Data","7.1"
"Colombia","2009","Total","15 - 24","Percent","Country Data","23.5"
"Colombia","2009","Total","15+","Percent","Country Data","12.1"
"Colombia","2009","Total","25+","Percent","Country Data","9.2"
"Colombia","2008","Female","15 - 24","Percent","Country Data","29.6"
"Colombia","2008","Female","15+","Percent","Country Data","14.8"
"Colombia","2008","Female","25+","Percent","Country Data","11.2"
"Colombia","2008","Male","15 - 24","Percent","Country Data","18.1"
"Colombia","2008","Male","15+","Percent","Country Data","8.9"
"Colombia","2008","Male","25+","Percent","Country Data","6.6"
"Colombia","2008","Total","15 - 24","Percent","Country Data","22.8"
"Colombia","2008","Total","15+","Percent","Country Data","11.3"
"Colombia","2008","Total","25+","Percent","Country Data","8.5"
"Colombia","2007","Female","15 - 24","Percent","Country Data","28.6"
"Colombia","2007","Female","15+","Percent","Country Data","14.8"
"Colombia","2007","Female","25+","Percent","Country Data","11.4"
"Colombia","2007","Male","15 - 24","Percent","Country Data","17.8"
"Colombia","2007","Male","15+","Percent","Country Data","8.7"
"Colombia","2007","Male","25+","Percent","Country Data","6.5"
"Colombia","2007","Total","15 - 24","Percent","Country Data","22.2"
"Colombia","2007","Total","15+","Percent","Country Data","11.2"
"Colombia","2007","Total","25+","Percent","Country Data","8.5"
"Colombia","2006","Female","15 - 24","Percent","Country Data","29.3"
"Colombia","2006","Female","15+","Percent","Country Data","15.9"
"Colombia","2006","Female","25+","Percent","Country Data","11.7"
"Colombia","2006","Male","15 - 24","Percent","Country Data","19.3"
"Colombia","2006","Male","15+","Percent","Country Data","8.6"
"Colombia","2006","Male","25+","Percent","Country Data","7"
"Colombia","2006","Total","15 - 24","Percent","Country Data","23.6"
"Colombia","2006","Total","15+","Percent","Country Data","11.7"
"Colombia","2006","Total","25+","Percent","Country Data","9"
"Colombia","2005","Female","15 - 24","Percent","Country Data","31.2"
"Colombia","2005","Female","15+","Percent","Country Data","15.9"
